"response","KCNA5","SCRN3","SLC6A8","GPR64","TBKBP1","PROM1","GRAMD3","RAD23B","TNRC6B","ATXN1","NADSYN1","FCGR2C","ATM","ERLIN2","MRC2","AGL","AGBL5","PRPSAP2","COL4A4","HMBOX1","FMO1","PABPC3","GOLPH3L","EDG5","SEMA3B","ARTS.1","TTLL5","AZI2","AURKB","ASCL2","ISG20L1","MAL","RPP21","NEK11","RHOBTB1","DAPP1","HMP19","DDO","OR2F2","SIVA1","DNAJB5","ADAMTSL3","HBXIP","ARHGEF12","HOXC10","OR51E2","TIMM22","SEMA3A","CEL","AMBP","SDF2L1","TAF4","RPGRIP1","CANT1","PCDH7","OCLN","TRIM36","MGLL","ALMS1","HABP2","IGFBP7","NPC2","RRP1","EVL","MRPL49","DHRS12","ZC3H13","TTLL12","RRH","KIAA1199","PHLDB1","HNRPA3","APEH","SLC19A1","GPC4","HRH4","FPGS","CIDEA","ULBP1","GUCY1B3","ITGB2","TTK","TSPAN2","TOMM40","CADM3","PTPLA","RABL5","ZNF492","FBLN1","ENTPD4","HPGD","P18SRP","MATK","C16orf57","X41519","PLVAP","ZBED2","BCL7C","POLR1E","PRKCQ","CINP","LITAF","KLF10","CCRK","DKFZP564O0823","ZNF197","PRAMEF10","TNFRSF17","LOC374395","PDCD1LG2","C5orf13","TNKS","KREMEN2","H2AFY","TMEM47","RFK","PSME2","ORM1","TAF9B","PALM","COX7C","NDUFB8","ENO1","KLHDC3","ATG12","GSTK1","PYY","PTX3","G0S2","MYO7B","AAK1","HSPA14","FAM128A","CLCN3","C11orf10","DUS4L","SCARF1","ATP7A","NOL1","TGFBR3","C5orf5","NAP1L4","SDCCAG3","NPBWR2","PPM1H","FAM49B","SFRS16","TLK2","BRWD2","PGRMC2","PFN1","GGA3","LMO3","OPLAH","CKB","S100A4","C6orf130","HNRNPU","NCAN","USP6","SLC6A3","EIF4E","KIAA0586","FNDC4","SCNN1B","PHF20L1","PPP1R13B","DYNC1LI1","CHIC2","RABL4","IKBKB","SFRS12","SPINK1","PVRL3","TMEM38B","YARS","FADS2","GPR143","F2R","HEPH","MAD2L1","GM2A","KIAA1704","FLAD1","GTF3C4","ECT2","C1orf54","SH2D3A","SLC24A3","THRB","PMM2","NPAS3","PDIA3","FLG","HOXA9","KBTBD10","IDH2","SYNJ2","ELAVL2","RBM12B"
75,3.592811495,3.510785171,5.302292658,8.572293485,3.856800308,4.904310568,6.103379703,8.477020045,5.460958142,6.270261245,5.163419194,3.435170454,5.299893288,5.688799242,7.123411331,6.090025816,5.916880271,7.274619156,3.042229309,6.830267219,5.924374698,8.501807671,8.464757989,3.347926792,4.04277236,3.897866224,4.343748237,5.129111614,5.528393538,3.031882391,4.806190474,7.766259866,7.556644738,5.235228491,5.097403187,5.390200057,3.215879698,3.254738578,3.220904643,6.091753028,4.2246325,3.932492139,8.911715826,5.642781848,3.589163075,3.208859318,5.333398062,3.612856689,3.379250774,3.232252566,5.753772114,4.967771376,3.390862076,7.371276405,3.890546694,5.51701934,3.934221949,7.27067787,5.761321845,3.596976236,10.76782014,11.01233793,4.352199047,6.393137203,9.0959856,3.996346767,5.252536375,6.562403966,3.253206076,6.766961739,4.546595418,7.893111519,6.627249542,3.687248054,4.269906691,3.126660681,5.792292156,3.544195425,3.272515743,6.491958025,8.151938306,7.83139549,3.285711366,5.64644269,3.735449321,6.567185184,5.152521442,5.524117219,5.232660552,5.452451401,3.833471814,3.875366807,3.032948703,5.774358481,9.129668049,5.119465824,9.053832108,4.982068177,4.90781992,4.73787128,6.04184327,8.710629157,8.001993449,3.970586207,4.34075636,3.614828107,3.643349564,4.018589878,3.879494724,2.828828553,7.534109778,4.408384815,5.116943246,8.073747366,5.790405873,7.426497672,8.526142199,3.211261824,3.814633117,5.321451418,10.75672021,8.564165426,8.527741982,6.069831275,5.322980245,6.755649935,3.155125497,5.824395447,5.553539889,3.746715122,3.936245771,6.994360775,8.374570037,6.281072561,11.309269,4.66320671,3.962140722,4.367045286,6.453397624,6.777843935,6.315460832,7.221404067,6.402964679,3.085398869,5.989123076,7.700570948,4.721295734,6.324973786,6.854015537,7.218138381,10.12486675,5.046774313,7.719081065,6.839126786,8.717714907,8.947830067,6.672181767,5.705997954,3.429516567,4.600520363,3.509277751,6.097831856,4.456190955,4.430026761,3.221408345,4.544433293,5.448401432,6.28968009,7.340091862,5.67046111,4.80528985,7.002143375,3.271234038,5.683512538,5.279489013,7.30147931,6.423608114,5.239871045,6.960663785,5.059285041,8.276527414,5.008605747,4.221349338,5.403686132,6.105876067,8.28925991,5.767031979,5.08250333,5.205058648,3.918790645,5.667868964,3.899417776,10.2972975,3.197953648,3.900375329,2.855191564,7.46348022,4.20645817,3.288258218,4.117047596
477,3.242549761,3.118838444,4.365231253,5.621304834,4.06293136,6.191522541,6.780173083,7.888301327,4.981791539,5.103700648,5.320749877,3.298148033,5.20290116,5.07517374,5.786189748,7.394093941,6.26071499,6.269566032,3.193329385,5.202983488,4.355730961,8.527149566,8.42813139,3.429357573,3.836590627,4.618285793,4.329192484,5.530765657,6.06522448,2.978466782,4.880203522,7.808225285,7.674553605,5.182066497,4.256346777,5.672831568,3.338256113,3.40484233,3.250575859,6.898610889,3.349666473,3.325739008,10.12529175,5.461318816,3.651233595,3.158070934,4.039996174,3.525817681,3.364042722,3.168546341,5.668479917,5.306300935,3.226636503,6.959448476,3.677238753,6.022206934,3.372328129,4.463311953,5.153692264,3.617297959,10.99897522,10.6161011,4.256657462,5.960788379,8.74710127,3.911392536,5.49112964,6.317761204,3.309326881,5.074917903,4.676689169,6.639698626,5.734591485,3.632709822,4.312478759,3.219921373,5.278511138,3.714584176,3.389406835,7.243132426,7.960354375,8.426488715,3.97182874,6.619757658,3.769459752,4.078544518,4.10134192,6.697101937,4.492413238,4.806907403,3.945070134,4.168663856,3.341558185,5.181528092,9.809735653,5.425740552,7.502228582,6.57527448,4.507430641,5.790368783,7.25121916,8.279940945,7.433997325,3.747550723,3.611209003,3.937706963,3.27747556,3.870804364,4.19273528,2.920551579,7.354463685,4.039749247,3.801453199,8.11526913,7.925915126,6.727776112,9.73765728,3.199677287,3.447030872,4.323278558,11.46281951,8.783271943,7.653126612,7.448433571,6.083081929,8.554592247,3.156790122,5.27192503,5.777024497,3.681759462,3.877651475,8.898114581,8.859273251,5.493875234,11.30136711,5.132472744,4.07825458,4.854433557,7.17091849,7.174449985,5.647997087,6.662922904,6.861506858,2.986542127,5.426983351,7.977576555,5.218113985,5.490865807,6.839242528,7.170918337,10.62720033,4.53191469,4.432867069,5.218824237,7.058175256,9.198317037,6.160677462,5.680837657,3.73620764,4.617976425,3.511180061,7.262023998,4.600489284,4.659319701,3.041948685,3.972972864,4.975955169,7.099212631,7.56092857,5.406714688,4.359630138,8.131718985,5.744230462,7.908460241,5.947542326,8.109816948,4.843131981,5.484061228,5.688867524,4.460109509,8.549577174,4.844217572,5.116510701,6.500730424,5.726218263,8.489248228,7.132015012,4.412319033,4.56483132,4.687956122,6.371118041,4.114840212,9.636107481,3.118286054,5.718688493,2.950683947,7.60042996,4.156480929,3.251907237,4.052167187
8,3.457524917,3.312034275,7.303791198,7.570912693,4.323216151,7.25353302,5.411529995,7.647234319,5.729534553,6.151274718,5.739600472,3.42210199,5.471361779,5.294429483,7.061914667,7.159945535,5.267568104,5.596824319,3.161240929,6.895054808,6.736899001,9.442006847,8.346523472,3.544328575,4.099559705,3.974990334,4.898402662,5.535841927,4.779214678,3.077490202,5.121705033,7.879479487,7.282450342,4.715734139,5.199703943,6.473338745,3.290507428,3.244501465,3.371160858,6.516888213,3.922818199,3.563527038,8.614052875,6.660030613,3.454298792,3.088856482,5.208221556,3.312825912,3.279145791,3.192162156,5.891020666,4.731993169,3.549700781,6.596662719,4.550435741,4.133741459,3.894339393,7.032748819,5.300874233,3.506701399,10.84246362,11.05314452,5.060684389,7.044862003,8.393667493,4.247458051,5.38481589,7.049495123,3.11609326,7.230118385,4.974788907,6.576910316,6.087479028,3.553214913,5.258006686,3.041974578,5.051187031,3.881088655,3.404260903,6.298577378,7.675818269,6.970605778,3.284338816,6.218358215,3.501497799,3.576967963,4.835773157,4.019183649,5.701053962,5.531368133,3.944838219,4.146812584,3.226499069,5.601413651,8.715374488,7.131257873,7.873435945,5.320596197,4.990091929,5.110920054,7.239774483,8.355870058,8.680446986,3.978387438,4.775796927,3.697849505,3.403454703,3.541421851,4.027652268,2.867665225,7.005296618,4.451036878,3.56892169,8.481862485,6.901359225,6.650276401,9.518072848,2.944831518,3.65056906,5.391217232,10.41578818,9.062833888,7.64252925,6.313484263,5.670678398,9.570825047,3.05244782,5.632454455,6.431689387,3.619566033,4.113375594,6.878994413,7.904999749,5.706459657,10.68102131,4.666954377,3.797766891,4.918519982,6.210654401,5.948880053,6.036051169,6.675106588,6.244793085,2.901651262,4.995607936,7.596695245,5.304284051,5.011878136,7.008974631,5.827695076,9.548930416,4.718427938,7.529781421,6.277325715,6.227451868,11.28070706,6.22725413,5.311114123,3.446419001,4.400055834,3.477895221,6.244548645,4.563993611,4.908082883,3.35782554,5.478938068,6.151424927,6.723177003,6.716384928,5.799696933,4.419710002,6.818125447,3.451205325,4.97429712,3.751709332,8.199474357,5.619848313,4.570018269,6.039604351,6.127644576,5.232588683,5.31576402,4.441567611,5.544981171,5.190975902,7.689326955,6.981599333,4.352359904,6.575658457,3.890977542,5.815312537,4.049725765,9.930761426,2.89644457,3.662769844,2.81893182,8.541846248,4.19776817,3.315030814,4.155402862
1462,3.383355062,3.213754361,4.69194304,8.701424816,4.22295273,3.364230056,4.69738769,7.903378888,5.569431839,5.637335966,4.601787107,3.530168765,4.970073056,5.349700484,6.192886049,5.573845933,6.034775459,6.70967609,3.095094674,7.172294886,3.589514115,8.097542716,7.779283321,3.764162826,4.566993181,3.828369923,4.314715165,5.110004204,4.861943532,3.338263595,4.98653796,6.029010143,7.550180421,5.241322476,3.57201343,5.149187675,3.237932459,3.220822742,3.492746212,6.366838845,3.910256426,3.223182588,8.719206014,5.255446591,3.348693715,3.303414688,4.257086525,3.472779697,3.137147038,3.461017115,4.18025125,4.953490099,3.487406561,6.570553855,3.572295683,4.657908053,3.247821206,4.77930697,5.07226282,3.330695356,10.388486,10.40935597,4.814417983,5.935113061,8.055647355,4.139870907,5.314444673,5.453902206,3.522765412,6.207069894,4.94640355,7.124370622,6.526700886,3.674449836,4.450987938,3.2241018,5.245564166,3.66357059,3.54966988,7.32523737,6.071270036,5.27179398,3.283333275,5.769975013,5.384299464,3.359824345,4.983945335,4.283706868,4.302423894,5.163762063,5.794266026,4.075707634,3.203834875,5.180054829,9.623865084,3.694494348,7.816239258,5.72945624,5.862723897,4.979420398,5.964178234,7.26407845,7.209380034,4.21947993,3.431355281,3.910377855,3.550671526,3.663198347,4.227629016,2.785018064,6.999085795,4.576995057,5.052472696,7.305485112,8.795559534,6.424216019,8.249743231,3.205892261,3.555180175,5.790350386,10.66290857,8.513808662,7.288933926,6.741813199,5.764860963,8.356553119,3.335672758,5.537484438,5.634217581,3.693441015,3.859654969,5.474238069,8.781325892,5.030882628,10.34013602,4.407823092,3.724042275,4.050490877,7.179983024,5.046599315,5.682899562,7.359578533,5.22482265,3.342626908,5.7849993,6.633341498,5.051515815,5.27432426,6.819090623,6.285993929,8.844299093,4.616483334,7.143562116,3.926158068,8.359323831,9.751624655,5.658515285,5.491114834,3.547975438,4.318636585,3.467364995,6.729532167,4.089780357,4.569474836,3.214390275,4.08440065,5.617332826,6.994875889,6.627904091,5.884354911,4.580833371,6.721632846,3.329911825,7.650852896,3.740109105,7.527932005,4.656381653,4.585323734,4.408863675,4.056431494,5.064038316,4.728537747,4.650132734,5.48275799,5.050421292,5.875418556,5.197757373,4.162705865,3.939328478,3.985012469,5.424770115,3.810818913,9.618965922,2.961853879,3.5785238,2.821470865,6.889211314,4.203272568,2.921236589,4.137899061
1366,3.312565036,3.316966058,4.541826874,4.071342223,4.063547318,3.615270637,7.32911979,7.267895809,4.610268812,4.483403729,4.964176648,3.59394112,4.382810282,3.939654355,5.70092796,5.177135118,5.333647146,6.682828855,3.343975081,5.305496524,3.913549598,6.67572805,8.090026301,3.639792452,3.572617893,4.067098842,4.654437181,4.270500798,5.576488729,3.233046034,4.727586367,4.604800916,8.549367888,4.270124482,4.026458434,5.155074682,3.137366901,3.346697001,3.277599001,8.151905026,4.503961332,3.530809822,8.882491463,4.853751857,5.028955866,3.189935679,5.4869143,3.385799352,4.266943773,3.213484728,6.424662491,4.634520051,3.791522617,8.014424922,5.143717645,6.52380002,3.15017245,6.193104349,4.512138838,3.244614694,10.40471554,11.07835281,4.185304359,7.092813908,9.147585049,3.841698895,4.536418572,5.720916911,3.438410018,3.671818001,4.385707342,6.644601934,5.722290779,3.571100472,7.128882311,3.198224999,5.301069532,3.320109436,3.458233497,8.587449633,8.168042207,7.676853668,3.346908236,6.393093855,3.447074648,4.340749841,3.837997236,5.014533892,4.356545463,4.626507917,3.550473789,4.407955312,3.216359992,4.998406733,9.100610211,5.074163844,3.443310978,6.17731475,5.309512575,5.870564711,7.029350423,9.200724729,6.658405997,3.997897098,5.801648865,3.259942344,3.37353123,4.695078622,3.973916809,2.693918342,6.353456466,4.109826511,4.290355836,7.909702316,4.93524141,7.381096138,10.90303993,3.437486549,4.078089714,4.736728101,10.41005469,8.788162617,7.285540081,6.698678282,5.627135188,9.328267735,3.302828408,3.925428033,5.746569982,3.682578887,3.6863041,9.126676434,7.474645812,5.208022802,10.60199142,4.446006609,3.830861487,5.388002171,6.505953017,3.498768512,4.675562669,6.135310517,5.885381537,3.203464808,3.660017988,7.315788339,5.023217126,5.079558839,6.51413529,6.528347034,10.18225158,4.103641426,3.295357251,3.821760749,7.21369237,8.424190001,5.734527504,5.717215158,3.995257359,3.796543287,3.700099946,6.54041175,4.199913578,4.13369788,3.113481792,3.865077663,5.321089952,5.86207061,6.787971289,5.673123247,4.484827196,7.247900141,3.562200842,6.391003073,5.603347779,8.441116968,6.054602331,4.887265247,4.226974519,3.791362241,8.690841924,5.245634811,4.13143122,6.376222783,5.490514772,7.161522964,6.889495237,3.851775343,5.91670901,4.017859296,6.128802408,3.97474664,10.51141583,2.901054512,3.932850646,2.924642453,8.427962656,4.049881279,3.130599469,3.764014368
1058,3.122533237,3.715439638,5.967539388,5.403528296,3.989533528,3.880275186,7.386072586,8.443780283,5.838836044,6.832372887,4.0646589,3.389806192,5.521874044,7.168650697,6.903117457,5.967582394,6.420554331,6.818246398,3.066074734,6.370935323,8.27026538,8.761048886,7.530647442,3.697667342,4.762824629,3.922004783,4.220797211,5.731347519,5.068707767,3.252998127,5.423783641,7.526828378,7.615378189,6.08812553,5.148628789,4.763103738,3.082127109,3.219070563,3.304321656,6.526743982,3.850011957,3.531461541,8.129027635,5.314296959,3.65722423,3.04462091,5.62956996,4.602854808,3.424850316,3.067103603,6.605505516,5.302912196,3.258020348,6.329040659,4.010286841,4.590456046,3.589393187,4.155033287,5.491221652,3.430224228,10.95312443,9.851891695,5.287677721,5.996824029,8.157001459,4.037995622,5.192025463,6.974721437,3.282411315,5.56564077,4.485722951,6.768036684,7.466513029,3.906128901,5.240020025,3.498676007,5.062233109,3.544106259,3.469685906,7.405702803,5.332915875,7.179652341,3.406661756,6.207157049,3.40140116,8.432593637,6.464794876,4.449156078,5.922655898,5.950680566,4.874056989,4.009417578,3.303158934,4.740284135,9.033117129,5.852061584,5.500049956,5.733866649,6.167628697,5.356780242,6.184143029,7.614667276,8.081630528,4.249720522,3.664643564,3.87993795,3.929401277,3.956396631,4.015525819,3.002408154,7.898585243,4.443274677,4.247814399,8.410520319,6.762101776,6.929969358,7.38135772,2.981536711,4.799337557,6.024687385,11.06932717,8.847632506,9.015702585,7.088785166,5.972869735,8.556774873,3.264533373,3.690552101,3.907846136,4.580845559,3.695931499,7.493520044,7.953753481,6.080757847,10.35939207,5.707050485,3.741350226,5.610713531,6.784074059,5.922599918,6.541542259,6.445095824,6.713082092,2.972064774,5.102492692,7.441944053,4.696911509,6.29821503,6.548445068,6.346594752,9.727022906,4.242896278,5.214251225,5.435961417,6.638693317,9.304871829,7.873986986,5.651695533,3.439182338,3.843547032,3.423111934,5.893089757,3.978842754,4.889626316,3.126462498,4.133341989,4.94040752,7.553380984,7.496737503,7.798207364,4.655974151,6.361350283,4.47667341,7.289588776,4.553101921,7.277051527,4.550024788,4.922076579,5.659003108,7.000560211,7.770134558,4.998943554,3.992724447,5.527633898,6.02969096,7.043832492,5.585560418,4.095881647,5.244373127,5.464665396,5.752256496,5.247968065,9.563000594,2.954862872,3.748994747,2.861080562,9.057664907,4.06757813,3.096908139,4.006286353
185,3.246685373,4.993243084,3.804836373,10.25804911,4.132032432,6.45504095,7.362353747,8.531291023,5.307849644,5.889263126,4.615096494,3.438110724,6.647289004,6.400729891,7.075275931,7.501478483,7.238929039,6.417428011,2.877888081,6.743378244,5.667155731,8.442783697,8.389097593,3.235614019,3.438621696,4.238614657,4.474900253,6.243482143,4.109162396,3.177230032,4.609966847,7.854706052,7.343063965,4.114884046,4.614309048,5.704907833,3.201804308,3.377673507,3.228076195,6.607352779,3.574073418,3.445858766,9.063535963,6.164411954,3.66927112,3.010043999,6.226704553,3.647463257,3.187303136,3.315966295,5.119906505,5.186158077,3.221816017,7.146581882,3.900376527,5.169722124,3.249888737,6.198363804,5.652084326,3.352511854,10.85885938,10.99942022,5.138158035,5.766071981,8.597984327,4.197898622,5.372557831,5.869301646,3.18520952,6.139876839,4.955511744,7.680366177,6.945248691,3.681224147,4.970673967,3.082392553,5.244987563,3.832646877,3.14188776,5.549575177,6.909994133,6.229929518,3.364528377,5.733599409,3.402984839,3.696895171,6.034868801,4.986192639,5.510393432,5.258692971,3.403774273,5.029272228,3.280517342,5.259475195,9.57059265,5.980050735,6.176504478,5.755995307,7.0794869,5.464713749,6.285058142,8.004777327,7.804734969,4.47001113,3.461310322,3.769788419,3.043595565,4.735681516,3.841440825,2.999184658,6.93227784,4.510886921,3.313906164,7.829743926,6.601147355,7.111910284,9.006152612,2.909192042,3.633764199,4.96562243,10.82068977,8.421710962,8.313654477,6.384870288,6.631948026,8.50985122,2.998446332,8.242381124,6.030572849,3.46706157,3.870012833,6.733555554,8.422514855,6.460745218,10.64077361,5.387319773,3.729143985,4.389308489,7.116303027,6.608041014,6.447235233,6.036409581,6.885843062,3.060081229,3.594221167,7.228810032,5.152796678,6.592364303,7.239624895,6.894459209,9.242151688,5.010160814,3.328230612,4.122142819,6.351164224,8.711881503,6.751797068,5.769181467,3.418159259,4.190159099,3.266905324,6.989634953,4.856881121,4.314332091,3.01404704,4.505765406,5.47585747,6.344566957,6.569902879,4.803599047,4.912592713,7.977893209,3.210961414,4.599407912,5.0404996,7.976263962,5.117437968,3.90489541,5.225821118,5.926432098,6.530531597,4.842907726,4.48465931,6.4990292,6.08102078,5.581584479,6.050072325,4.66901771,4.962583102,3.847136699,5.820825886,3.845778307,10.0120956,2.929740057,3.641324035,2.955705418,6.621423005,4.51519957,3.092700694,4.157218008
1114,3.264248436,3.596196582,4.514210553,4.571282554,3.998970316,4.167292719,5.416919009,6.968629532,5.103099518,4.580167576,5.528517662,3.495094528,4.0583439,4.1463499,4.853434636,6.496719099,6.275250264,7.219576678,3.062602532,6.048327884,3.778286822,7.72012796,7.329602973,3.37699362,4.163661959,3.512814232,4.504909767,4.468410507,5.986860377,3.269133672,4.538506653,9.309471774,7.61157892,4.855432548,3.934071637,5.689122165,3.494086133,3.405914271,3.347897064,7.196945902,4.441015243,3.260125025,9.914375733,4.898483853,3.292377526,3.18700132,5.567531283,3.354213729,2.757287148,3.32152037,4.030453465,4.571140525,3.191085879,7.121678003,3.549581287,5.391290665,4.131006766,4.260955559,4.489584016,3.782093286,9.887547414,10.66451499,4.428547517,5.649304316,9.147982148,3.779672572,4.861522855,5.321876637,3.415181098,4.53511148,4.514988967,6.346094633,6.586211242,3.649619866,4.624419095,3.108634681,5.215954773,3.3719049,3.474270628,5.890464869,6.268637369,7.680648397,3.382420991,5.964135391,3.598182361,5.464956242,4.398588968,4.432361956,4.584592461,5.080534715,3.691099626,4.042822447,3.140341602,5.218940682,9.521382262,5.106625876,8.846679262,6.082286966,4.434533807,4.741786048,6.916855494,6.653625991,5.698531725,4.378939479,4.48864126,3.76401062,3.708501185,3.489205958,4.602944266,3.055449598,6.929974593,4.291857267,4.11803363,7.524363561,5.047612377,6.74860061,10.56829515,3.329431893,3.680883144,4.724652591,10.77766598,9.729036495,7.849497592,6.692448533,5.357715891,8.481038016,3.281441362,7.928699715,4.033933429,3.983247624,4.478482039,5.859532985,8.227809813,4.9395776,10.4860447,4.567934729,3.826000754,4.275742025,6.111271011,8.078228679,5.365246073,6.308269168,5.110928176,3.255924695,5.345756612,6.715787545,5.090740302,5.696357801,7.079730699,5.308489855,10.16024629,4.942936911,4.945841101,3.704321616,9.064277338,8.650498941,5.868229214,5.775639415,3.670083939,4.45780794,3.469126684,6.883079621,4.973400987,4.493359031,3.455682282,3.950477584,5.876956593,6.854010685,5.941268757,4.997007324,4.269076014,7.006932106,3.617175638,8.006479664,4.446496998,6.186053922,6.085742961,3.974412314,4.355734455,3.443112132,7.263848858,4.814470596,3.976323055,5.124398548,5.511896912,7.26810205,5.173909034,4.037606606,5.64784046,4.453654207,5.446875184,4.889017977,8.619981039,5.463968696,3.48419611,2.983431348,7.542946359,3.77957329,3.097455271,3.944792385
36,3.428321065,3.20310585,7.485168068,3.741447133,4.30310262,3.563772095,5.177531313,7.586971464,5.38450935,5.802233733,4.361335021,3.478066118,4.805786276,5.275279681,6.635221583,5.439281655,6.648493197,6.440429585,3.006413232,7.010052197,7.777734396,7.744733053,7.849855377,3.568565024,3.693740891,3.65419656,4.236623294,4.972881038,4.846274581,3.340617563,4.862675757,9.465064391,7.154700388,4.784975445,5.29334591,5.481541524,3.183627053,3.308845883,3.147570455,6.548920071,4.225796852,3.578689632,9.179737069,5.424421075,3.448637608,3.247026405,5.846975121,3.747761417,3.395789322,3.260396275,4.966986528,5.635597351,3.533037612,6.594380193,3.519784763,4.768389301,3.573564792,4.931515098,5.367169829,3.45323006,10.94773377,10.78314153,5.375742242,7.058481973,7.69244534,3.64356701,5.010199409,5.399154818,3.23407363,5.909388006,4.716420516,6.749452716,5.962000177,3.879845802,4.440764385,2.98584489,5.003698557,3.391133172,3.2485083,6.337945914,8.969210927,6.529249905,3.278787601,5.859678757,3.527212578,5.111871133,5.794618835,4.649068541,5.563810607,5.4154554,3.650514827,3.940808951,3.575043376,4.716091188,8.731599537,6.231525898,4.407744143,5.205531521,5.28275051,4.478169585,5.517583493,7.463442303,7.176252754,4.156380164,3.985794001,3.871337984,3.489431874,3.910585551,4.08914074,2.875406182,7.557798938,4.459157921,4.280815222,8.491920971,6.186832107,6.573034716,8.947840141,3.370580859,3.436304373,6.013172712,10.46709255,8.468843512,7.51135249,6.63538955,5.668043888,7.978704699,3.203012921,3.757428568,4.800523741,3.898714392,3.824732711,6.1058823,8.054894742,5.62975437,10.38939082,4.703758708,3.937637647,4.533744518,6.385999676,6.733909875,5.244883361,6.851133001,5.052292417,2.903941957,5.98102108,7.16717831,5.231495869,6.092717951,7.156998682,5.921350468,9.813578357,4.391067337,7.25035712,4.229994334,8.44971302,9.770684155,5.908058871,5.734908661,3.556819184,4.297926177,3.224932432,6.385996517,4.368145937,4.769012229,2.876152409,4.188799951,5.842549749,6.357224982,7.49891371,5.528998316,4.759332222,6.926113991,3.121943224,7.170876936,3.913806225,7.724996514,4.894833395,4.914615517,5.123199279,6.505987653,8.024369847,4.964799581,4.149752855,5.686012081,5.456091793,6.886676468,7.400929325,4.066260691,4.53651355,3.882689315,5.41862099,4.941852866,9.467202032,3.051186533,3.629606421,2.904850127,7.952014854,4.516364309,3.139086646,3.989006451
1751,3.125094482,4.541010685,4.331327835,8.87353836,4.044867338,3.295970389,6.605031034,7.219503564,4.707707308,4.645884324,5.174745143,3.583389493,5.128344768,5.699229617,5.197709987,6.819700229,5.339019627,5.749448624,3.140211771,6.336146531,4.269809266,8.721374908,7.78053326,3.320614926,4.514352399,4.1387099,4.433357358,5.569926051,4.487316023,3.349760272,4.77062115,9.925628866,6.811152799,3.941858596,5.183236315,5.403375254,3.17492355,3.380253232,3.340131399,6.765127333,3.224564352,3.018618401,9.141379367,5.423874921,3.280725609,2.94849708,4.579371187,3.067311915,2.880990417,3.373083787,5.13055768,4.505144506,3.65651968,5.792643959,3.464057968,5.556548035,3.724851358,6.014266901,4.86015142,3.47939087,10.18119822,10.24780701,4.853729018,5.33632499,7.962969324,4.330767013,5.211304607,5.536511416,3.268453336,4.646593097,4.722187156,6.574257666,7.287891015,3.925295186,6.119078375,2.982472459,4.670360721,3.454723503,3.486176329,3.92841482,5.818134324,5.848066329,3.275674118,5.689116191,3.591210724,4.718468492,5.060146554,4.39853391,4.750025177,4.777585522,6.850454317,4.814569949,3.923357411,5.13974759,9.105902276,4.484298893,8.804208437,5.6471748,6.577033909,5.572446966,7.502236596,8.516172155,7.42091921,3.806688557,3.921713025,3.604210243,3.267978652,3.81318699,4.22379875,2.736129585,6.514810352,4.28652519,5.347504723,8.014049765,5.052807488,6.863454686,9.903302753,3.01187319,3.634005703,4.701928901,11.23922397,8.897087558,8.404050102,5.52415776,6.764120599,8.503675939,3.454524466,3.710585228,4.360466689,3.48793667,3.674795702,7.192517375,8.699287451,4.907579554,10.25880222,4.562374617,3.638862206,4.368460102,6.873913319,8.310425843,5.615044055,6.602936,5.046064198,3.005305186,5.055586293,6.867547311,5.116031847,4.817398457,7.176373599,5.740123521,9.277804569,4.607028524,2.904771498,4.533064592,8.106012381,10.94527147,4.9696868,5.488037715,3.711376788,3.695362758,3.945251638,5.745814221,4.207512617,4.363788807,3.000888017,3.702735579,5.46822889,6.112695138,5.76194986,4.735717664,4.877261101,7.240720595,3.316860024,5.930962691,3.824643475,6.845893517,4.316718909,5.175595081,4.308272501,4.740626309,6.662101365,5.034670694,4.23442058,5.524544345,4.716078729,6.161352273,5.896839671,4.680476496,4.010172256,3.8338664,5.938367365,3.767761356,9.738790963,2.839218592,3.66394708,3.365836762,6.730537304,3.946564362,3.25186983,3.919835973
