"response","CLDN11","THAP10","MMP1","TP53","PRDM2","SYNGR3","ARF1","EXOC7","CPSF1","HIST1H2BC","KCNMB2","SERPINE2","TPBG","FLG","C6orf123","SOSTDC1","SMARCC1","PCDHA9","UBE1L2","DVL3","TBL2","FBLN5","BRE","YIPF3","CEPT1","MED17","SECISBP2","TARBP2","LRRC15","TSPAN9","NELL2","SHROOM2","CIR","LCN2","ORM1","HOXC10","CCDC41","PSCD1","FANCC","HDAC3","SCML1","HRK","DNPEP","EVI5","USP18","RPUSD2","IL12RB1","VPS28","NDUFA7","PLCG1","RWDD2A","NT5M","KIDINS220","CHAD","SNX17","GMEB2","CEL","ZGPAT","SEPW1","PLEKHF2","FSCN3","SLC25A11","MYH6","APITD1","RPS13","MREG","MED23","ARSF","MOSC1","GSTA3","ATF7IP","DNAJA2","MCM5","ZNF35","RALB","MAGEB2","SMC5","MLPH","LUM","FLJ20309","GALNT14","DCLRE1C","PTMS","RPS21","DNAJA3","WHSC1","SNAPC2","CXCL14","C9orf167","PKMYT1","CHPF","HIRIP3","MT1E","RPLP2","NUP85","PTPLB","MRPL24","SOCS6","ABCA2","ALDH3A1","MRPL44","OXCT1","C20orf43","GABPB2","SETD3","MRPL40","KIR2DL4","PYY","ALKBH4","ING3","TRIM36","FAM120C","PITX1","AIFM1","NRBP1","C13orf18","POLR3B","SPINK1","PPFIBP2","PLCD1","CYP2W1","MAGED1","SLC7A8","AGGF1","SLC16A4","IL2RG","CST3","ADRB3","EXOSC9","PHF16","MAT1A","ASH2L","RBM16","NCK2","KIR3DX1","TBC1D12","C2","PIGC","ASPN","MAGEC1","KIAA1012","KATNB1","OGFOD1","CCNG1","GK","AFAP1","RANBP10","HELZ","FASTK","ENOSF1","TNIP1","DNAJC10","SCLY","SFRP1","FLJ20160","PDGFC","C1orf69","TK1","HABP2","CFP","BUB1","VDR","FNDC4","HIST1H2BL","SLC1A6","ZNF250","NXT2","PEX13","LAPTM4B","DKFZP566E164","CCND1","WDR46","DLGAP2","TRIM27","PLXNB1","AKAP4","PHF10","ABCD3","GJA3","EGR1","IQCC","H6PD","AKR1D1","ANP32E","YEATS2","tcag7.1314","RRP12","TRIM15","CRYBA2","HDAC4","SLC35C2","MLF1","SIGLEC9","SLC46A3","VTCN1","DR1","BAT2","MAN2A2","CADM3","CACNA2D2"
219,3.393882042,5.95970025,3.527501108,4.012509116,5.373838783,4.629048061,9.62589319,5.316714353,5.971969471,3.611964384,6.917091769,7.086273445,6.509160662,2.942679957,3.94399833,4.942981462,6.806755315,3.285773724,3.824439539,6.861753131,8.54310264,8.283636791,6.921328402,7.175441581,6.845871318,6.921138322,4.458042456,7.056110115,5.124558207,5.104737268,4.827291625,4.856164474,4.422152434,9.242608344,4.798997267,3.59270795,4.829242126,4.103463908,3.928448616,6.884930761,3.531752434,3.327771223,7.071744995,4.801381063,4.759295441,5.362652724,3.599446733,8.634149433,8.257702044,5.269919528,4.997412782,3.57645263,6.724239253,3.889634207,7.923333561,6.560289564,3.141109118,5.651893007,8.379802318,7.009756019,3.990872791,6.49226225,3.533255222,5.729653932,12.50076786,6.491173077,6.207540767,3.147894758,5.850329646,4.238670047,7.939257535,6.674339378,5.264033766,4.230685571,6.927578604,3.441625863,5.423487964,7.320912765,8.643773636,4.105945424,4.66113798,5.665115763,4.46256967,9.844168044,6.887475832,4.820947292,4.443430374,4.388482588,4.723681253,3.238391473,5.365889345,4.890682038,7.865788481,8.423847743,5.948409833,7.501047874,8.25827172,4.695720636,3.551149904,4.292253518,4.613568158,5.694017211,7.797894903,5.083292168,6.989928103,7.284862498,3.343091353,7.316973237,3.933632671,6.88419223,3.657196421,3.388853435,3.794837438,7.20252906,4.825037571,4.455187605,7.028666916,3.160417883,4.889321065,5.345772987,3.815351924,9.715212751,4.366177183,5.263676389,4.050512631,5.043721709,10.48085613,3.975120259,5.342469709,5.35881523,3.615727061,7.391642307,7.977024995,7.947741798,3.262827639,4.27784514,6.715502481,7.50787592,3.487615096,3.162392251,8.053920414,4.994715108,5.788825349,9.462858817,3.63957565,4.457209769,4.092573117,5.979071187,6.867984045,4.992024659,7.404897148,6.36159914,4.298693992,3.928467773,4.289033024,8.676544019,3.661336233,4.661307959,3.580846824,3.817925759,3.766310523,4.061158724,4.601391093,3.212204249,4.044313733,5.495638654,5.611063982,4.259833902,10.93916147,3.649682354,7.34221658,5.22593347,3.252409328,7.115094307,5.316316201,3.304890624,7.627734917,7.867913087,3.387657266,6.149159759,3.815182641,4.06903996,3.404995476,6.384269422,5.90946501,5.31787752,4.311347127,3.65483463,3.106171851,4.981387415,5.306640817,6.512038262,3.360698956,6.386743472,8.153152907,7.02841585,4.231964842,5.354653477,3.901823031,5.158176204
163,3.463451533,5.846913257,3.830092229,6.018639114,4.666783762,6.412917245,9.259552633,5.058493863,5.777721054,4.407609829,5.352085196,7.372197653,4.355621017,4.285905908,3.471902032,6.085428046,6.645025198,3.536857721,4.366010919,6.210583063,8.910218265,5.723016556,7.338757597,7.170916962,7.32384381,6.263748731,5.270677727,6.924618624,3.480173252,4.372522361,5.54312542,4.522581651,5.055816791,8.631406558,3.263529258,3.664888957,5.230475377,4.165586202,4.273170543,7.464537275,4.112532411,3.704646572,7.594751944,4.587890341,5.451199916,4.895220337,3.497177565,9.116312864,7.484130577,4.874965875,5.996021979,4.496988322,5.897595853,4.077869427,8.472102776,6.089067174,3.518438014,5.625642522,9.805170072,8.476756091,3.853474709,7.369634618,3.40898453,7.154325843,12.32124014,7.326970746,6.425558861,3.174729754,6.181806037,4.251780713,7.223281592,8.369492981,6.292066152,5.021122481,6.501770383,3.320530093,6.179772294,6.782272796,7.221314375,4.177030157,4.050208368,5.932102268,4.373327441,10.19470531,8.125352296,4.974013034,4.390551571,3.014564198,3.90966881,3.655636407,5.024515267,6.145273408,9.059558517,8.204719636,6.969775932,7.658744946,8.862376195,4.154216119,3.51676597,4.048448459,4.938613423,6.75910746,8.344776744,5.047852638,6.848297138,8.2829193,3.342553125,3.145930125,4.010041608,6.089285272,3.683856345,3.623898342,4.166821238,8.446582184,4.882435769,4.023210187,6.710954901,3.309481766,5.160805465,5.583786233,3.314880672,9.272096658,4.691353234,5.466702578,3.332813055,6.239344902,9.937916508,3.809544123,5.950469842,5.616873994,3.700706187,6.957405685,7.025749059,7.029154759,3.099269947,4.28771252,7.034732815,7.74749889,3.410574015,4.306459065,8.600979549,4.852593609,6.37438696,9.989530929,3.658586867,3.930418373,4.070794429,5.298261465,6.785628767,6.794998816,7.155203492,5.842450385,4.094975037,7.337146026,3.652802422,7.685918006,3.659654951,5.944874045,3.384156756,3.676828817,4.25046353,4.122671146,4.649674351,2.954152548,3.949306567,6.333266473,7.23104506,4.866981735,11.21345551,3.636830916,3.761050104,5.298298947,3.293796048,7.270594897,5.078422849,3.331305964,5.77544692,8.233582231,3.250969014,6.071924169,3.883677419,3.796929691,3.209674379,7.17282744,6.070528971,5.293827755,4.011315478,3.608971382,3.227158778,4.482726853,4.935626478,7.011829181,3.439606323,6.332222757,10.38311296,7.330478313,4.153989535,4.390654818,3.725909882,4.411142816
1053,3.423190816,7.020140671,6.948942773,4.455018869,4.585837971,4.785539473,9.603332836,6.373349348,6.31824586,5.761241688,3.609512655,3.906401807,8.012099181,2.918255365,3.573168005,4.176404798,5.84025526,3.519675841,4.263924629,5.910835753,8.356875191,3.973959537,6.829175916,7.766518192,7.223463377,7.025430402,4.789799477,6.854243494,4.490962731,4.74201373,7.629910416,5.258154668,5.224605712,10.97814833,3.143019581,3.339355016,4.074838221,4.281469379,3.977534545,7.168010367,4.251535286,3.267478808,7.377720498,4.4599516,6.670869294,5.97278316,3.649541479,9.735116249,7.962022778,4.529462845,5.551063866,3.522482758,6.528721888,4.041203265,8.08069296,6.328608782,3.11723122,5.566127338,8.395089411,7.829967817,3.720060202,6.565100102,3.426760875,7.331380187,12.52626759,6.755829099,5.932011499,3.29868798,5.25289912,4.057318845,8.072749553,7.085859801,5.876578678,4.739352011,7.705809436,3.359015447,6.287993142,7.041907756,8.954785325,4.051726888,4.58570367,7.022374756,4.302351234,9.015676727,6.88774225,5.186684633,4.291670552,4.484240863,5.678541363,3.778271279,5.399505331,5.395575057,6.99176575,8.30345566,7.389856596,7.870293785,8.300115958,4.830430486,3.708498238,4.225706992,4.882115648,5.901096415,7.906735574,5.553984751,6.426430616,7.052171831,3.402288021,10.83862218,3.846331306,5.99284855,3.114349523,3.43892431,4.079931338,7.894667914,4.885438701,3.938795472,6.572488717,3.419600071,5.737350715,5.417670729,3.634133808,9.17201617,3.994247767,5.656060813,3.244356431,6.336276495,11.00613412,3.897549509,6.459136654,5.893774414,3.757811351,7.788977945,7.396624247,7.5554799,3.022696966,3.959169147,6.997747764,7.338981556,4.990340403,3.124239818,8.30361257,5.485477414,6.802183334,9.400919425,3.548842129,4.093343894,4.059005735,6.064656598,6.316079854,6.1616369,8.944346392,5.765034332,4.020824838,3.343688742,4.10239209,9.303742572,3.690733993,6.906092467,3.487687953,3.783584291,4.170808034,4.106523964,4.896945241,3.018736561,3.483311586,6.14764948,7.387816059,4.284969216,11.77738937,3.782355493,6.091265562,5.309381426,3.253939359,7.011431167,4.777381647,3.426153018,6.102965331,8.028038411,3.467379798,7.270068861,3.919699337,4.300637716,3.24284323,6.246349769,5.997624943,4.986965635,3.980184476,3.646561676,2.982357906,4.594876409,4.87351142,6.773432224,3.292253237,6.043270479,9.097726107,7.256523435,4.386732291,4.476399874,3.521225767,3.776659227
2621,3.520720099,6.299561733,4.66426997,6.51338208,5.366492577,3.63950643,9.561578131,5.944845902,6.182034662,2.954878399,4.399390198,8.461110443,8.403996942,2.876193636,3.511290471,7.218277352,7.784644929,3.696022587,4.273537812,6.701967914,7.862675946,6.073756681,7.15939881,7.887718455,6.940348908,7.468438102,5.351705179,7.184347975,8.089229983,4.758799119,7.310057997,5.181023316,5.214037436,4.034059748,2.865550354,3.346637492,5.134960506,4.397841726,3.821683978,7.437809463,3.722196018,3.799636862,7.217803316,5.18704634,7.370918034,5.182212624,3.83886239,8.95484841,8.444709969,5.565073017,5.508960899,3.948716558,7.289566544,3.656600417,8.061201088,6.085203852,3.000122103,6.055192722,8.400590753,6.295103289,3.685834189,6.554061127,4.483892516,7.352576643,12.21621343,6.157208138,6.277646529,3.347545138,7.301437165,4.035329378,8.324193734,7.90002783,6.358807988,4.872317919,6.938990147,2.999523185,5.8913454,7.428013023,10.18447374,4.385576621,4.951644006,7.215949739,5.019142918,10.00623755,7.826977741,5.268318115,4.088114852,8.634417241,4.196432534,3.199019571,6.22148328,5.687536619,7.688874245,8.316517431,7.72174725,7.340264944,8.82769711,4.088736003,3.712341013,4.529917337,5.218252072,6.064353823,7.856445666,5.602257219,6.493546918,8.36468613,3.069778841,3.115869972,4.351665555,7.080482343,3.032906341,3.681112598,3.321150386,8.526820858,5.46804352,4.321604181,6.509306146,3.200187106,4.822038804,6.753675828,3.425249076,10.13822773,5.330249884,5.455498554,4.373894659,3.700684072,10.23039314,3.719965921,5.954895434,5.614150294,4.91331329,8.228323295,7.721659962,8.017086196,3.051800225,5.075149742,7.116451527,7.414150613,7.377764575,3.16376237,7.688768621,5.268446768,6.572758273,10.72823464,3.452343056,4.382065511,4.391821897,7.154736076,6.411772026,4.393317786,7.738647189,6.14420405,3.904440309,4.245769419,4.202933733,9.331960583,3.651848348,5.039170745,3.524714109,3.448839727,3.894957609,4.866006942,4.553175062,2.976000111,3.848497442,5.611363353,5.42843059,5.157223715,10.74329595,3.697494488,5.258612325,5.978795632,3.154592547,7.594623026,5.112433939,3.36502335,8.204279488,8.007360109,3.422577089,7.929685526,3.917651698,4.647629476,3.177352316,7.443096952,6.459818434,5.8893245,4.154607225,3.581909677,3.011592911,6.17704111,5.852536081,6.902901509,3.280485908,5.046534205,6.662281989,7.391159138,4.975106348,4.454495098,3.973395294,5.390422207
2621,3.535637046,6.663731381,3.686407019,5.984286327,5.326546889,3.653169264,9.498892412,6.362961268,5.838721808,3.088638319,4.01675848,7.721998343,7.369042552,2.888794985,4.198023065,6.439811992,7.742186061,4.322020825,4.985187454,6.556417529,7.688299939,4.735355833,6.954158052,7.485625552,7.286732169,7.591522461,5.953293552,7.113274317,5.177049324,4.359321686,7.466329928,3.91691944,5.632274607,4.523089659,2.905834373,3.67280449,5.974076334,4.749267541,3.793232388,7.730004235,5.0591241,3.440183949,7.501020531,5.243278745,7.913495547,5.302615359,3.948942773,8.549439808,8.637975789,5.885019139,6.142263522,4.160436811,7.406494773,3.678681047,7.969457139,6.33565545,3.387882568,6.182935465,8.305772038,6.644958219,3.598703734,6.325745183,5.333556389,7.720981395,12.30331922,7.594781894,6.848926708,3.23800552,7.410543738,4.07154976,8.433646181,8.297786556,6.469403217,5.115684746,6.922140929,3.174387959,6.297759973,7.743053883,8.771631318,4.257069255,5.599072216,7.715201438,4.802625912,10.41551845,8.114766516,5.444989326,3.833924387,6.281924086,4.245936935,3.418117428,5.653839598,5.232191658,5.847423479,8.643783212,8.215043985,7.27807053,8.925411643,4.260804849,3.721704806,4.307482669,5.08922966,5.728425333,7.711713705,5.834592374,6.408027121,8.277102196,3.132811595,2.966751774,4.467664004,7.234469553,2.728071947,3.703097338,3.224802636,8.684077726,4.984575785,4.502742229,6.785271857,3.136786209,4.845404482,6.897340204,3.417275149,9.633031461,5.217176154,5.549835068,5.008504877,5.908180393,9.848796748,3.777247388,6.194939565,5.956451669,4.5067618,8.145094563,7.913947436,7.715091123,3.14076285,4.620463495,6.772987039,7.368818817,4.653884961,3.250174065,7.621304946,5.068453077,6.498707898,10.8797472,3.759377637,4.165039617,4.571368783,7.291522596,6.656071508,5.453048406,7.579448993,6.6362219,3.97957827,3.882750036,4.259694423,8.988373254,3.522113105,5.452663164,3.38708018,3.835907379,4.270851499,4.842410484,4.344673547,2.939446498,3.680753008,5.341815771,5.711312819,5.368813889,10.4532028,3.506710236,3.99569962,6.316636747,3.131167894,7.701801072,5.679161992,3.257182654,8.198553701,8.280007943,3.206025857,6.696797135,3.850095822,4.686918087,3.239895949,7.672208425,6.713493184,7.078142662,4.298053196,3.641486553,2.888849691,6.419493217,6.335669896,7.096544663,3.353795783,4.969660367,5.183323256,7.539903418,5.152057181,4.939182643,3.474619326,4.919313267
1977,3.775973908,4.844178774,6.168235525,6.025718311,5.484571181,4.277772792,8.922898572,5.961875334,6.862169672,3.494280762,4.199323676,4.701586202,6.440642107,2.97742091,3.321826828,9.711034434,8.360807174,3.519160629,4.03691778,6.643585945,8.005461621,7.204822303,6.738191447,6.399402455,6.733918975,7.84168546,4.544542602,6.86293053,4.70586068,4.696033415,5.392668552,4.427655688,5.553706391,6.018000109,3.123613564,3.439515017,3.924123842,4.286798571,3.658258452,6.647586112,2.856108229,3.465958552,7.178304836,4.310190471,7.455855329,5.362925428,4.027500414,10.04406271,7.375992472,5.296865389,6.204315911,3.505498422,7.137747906,3.941175966,8.057663089,6.178735658,2.953380238,6.261162077,8.348944899,5.569348159,3.83466499,6.339858156,3.362230259,6.281747115,12.31237267,6.365628814,5.386111145,3.299603933,6.274216609,4.027914768,7.993621271,6.981160394,6.136652459,4.826608515,7.05149922,3.01696569,4.884308792,7.437632968,8.610050795,4.306837006,5.932323623,6.144564273,4.697087616,9.691703697,6.841199413,4.919079084,3.835383525,4.950120495,4.955625433,3.465485198,5.806991354,4.866021002,6.678160065,8.587002492,7.148141546,6.704139107,8.652233927,3.919110098,3.969727195,4.505889675,5.123431698,6.347903955,7.992013504,5.482132648,6.273420569,8.222246868,3.369227374,3.314633995,4.130630103,6.449020273,2.654984056,3.425221795,4.537924802,6.578081717,5.093875459,4.158569474,5.436698327,3.384468904,4.681096616,5.686500634,3.469125193,8.508084056,4.15855992,5.089176308,3.243148119,4.114743803,10.60664095,4.001752986,5.66452606,4.885030966,3.59471721,7.252957717,7.568665215,8.192313135,3.100753759,4.012505365,4.830869898,7.377583094,5.512042965,3.439622047,8.026022716,5.193059669,6.250655077,10.54847529,3.414504857,4.386076797,4.495439571,5.710454486,6.679425762,5.195535917,6.588932927,6.170703529,3.86888245,3.268490173,4.216300334,8.427864474,3.691149797,5.302442163,3.511565313,4.080978343,4.003242183,4.157874399,4.441361305,2.986248114,3.758966204,7.0795577,4.660941875,4.584331989,10.89011627,3.712769001,6.596097489,4.671069023,2.982858353,8.401576935,5.521312045,3.634643016,7.370981736,7.240229853,3.561011923,6.852910063,3.994033381,4.201602276,3.250438085,6.495826732,6.711989229,3.970729077,4.391320824,3.658391505,3.299036371,5.352551321,4.925150824,6.279543706,3.482794296,3.746181129,4.969014929,6.920418645,4.245282133,4.750490486,3.680612452,4.33182449
1900,3.530914574,5.237906646,2.805588808,5.462487545,4.524861619,4.720966265,9.089141548,5.325101466,6.256473622,3.158707832,3.460304026,6.975772765,5.673461236,3.039146977,3.327972233,3.946667962,5.793570667,3.25128505,4.157693563,5.80239685,9.000685532,5.153736016,6.823076221,7.351574441,7.545970881,6.774023814,5.091316253,6.029115825,5.81486484,4.143480842,4.432404778,4.907070364,5.342487478,10.68830538,3.522022803,3.134374614,3.892356041,4.251503648,3.971003633,6.776379616,4.558940659,3.467602938,8.192589462,4.479617341,6.954411461,5.031436698,3.797040554,9.626227383,7.303364656,4.77377065,5.36790647,4.370809375,5.990072361,3.731307428,7.842393891,6.035758436,3.145427509,5.366187457,9.180500912,7.734761088,3.78658382,6.714864915,3.239671797,6.534904952,12.00877909,6.553988851,6.044306895,3.51926311,4.447048155,3.833606539,6.644211669,7.192778014,6.804425493,4.330506488,7.094635717,3.315799531,6.417567337,8.56115134,9.346779903,4.268742582,6.066094447,6.43740146,4.111902167,9.355390217,7.346006279,5.143747845,3.941886349,7.08515408,5.113742961,3.892464904,5.359035427,5.592936242,8.89504815,8.295117866,6.379631933,7.908556902,9.577817417,4.602150497,3.617638409,4.237640323,5.029882677,4.976354349,7.831851807,5.615396488,6.456479254,8.603537155,3.400841009,3.206215345,4.20762,6.602168851,3.467253909,3.60231998,4.201884904,8.549077587,5.295302174,4.541314905,5.258139568,3.310145667,5.99952568,4.683152903,3.264105661,8.900335248,4.255398757,4.986900728,3.274602664,6.111411911,10.49098072,3.891086045,6.195906222,5.603315515,3.713830026,7.25605129,7.258555108,7.864726845,3.136780578,5.194490861,8.509506828,6.906176806,7.065201302,3.66933525,7.574490167,4.317968441,6.062564655,9.72269144,3.684062205,4.448217657,4.175205817,5.868105504,6.723483053,5.698846968,7.227888676,5.402167123,3.97472275,6.876209658,3.75951804,9.661176154,3.610710828,5.51922255,3.583951577,3.969572282,3.966364187,4.651395328,4.548975673,3.060424155,3.978203682,5.911931099,6.522043523,4.929371747,11.1242496,3.804263787,4.75618624,5.127815052,3.059751751,6.708797526,4.765075621,3.529017148,6.552097975,7.173279423,3.357940012,6.562920732,3.866042705,4.377728705,3.264618843,7.097250784,6.03815542,6.620618088,3.940153252,3.57410819,3.109079321,6.416026662,4.407812592,5.437694426,3.714632384,6.13668359,9.630203457,6.815437926,4.440949492,4.230372613,3.856131887,4.176645693
1372,3.333051319,5.82006811,7.289134649,5.825172018,4.814615615,5.323166114,9.430263285,5.682480194,6.012661363,4.671492152,4.518239171,4.09859212,4.753467016,6.226626949,3.456702833,4.117506931,6.841313837,3.587642824,3.602024052,7.337614417,8.743168656,4.467748446,6.956549332,6.850095918,6.865385067,6.326009998,5.771467707,7.699965921,4.947520656,4.333292136,3.926400879,5.547121643,4.931130014,8.134766906,3.047114424,3.077816632,4.867899329,4.268815955,3.902015488,6.559787023,4.636969056,3.825816222,7.692506107,4.783081164,6.891249249,4.810987238,3.691183776,9.019749524,7.694559597,5.254416378,4.786328164,4.077151146,6.852521128,3.359991725,8.000172144,6.600834176,4.968988044,5.659238354,9.92785824,7.912024054,3.749373124,7.436382537,3.332777824,6.917596616,11.91862461,7.194213395,6.033481816,3.29447604,4.860508467,3.542552513,6.855662943,6.440109667,5.459027434,4.467821319,6.873924111,3.360091822,6.776640153,7.183339159,9.064302011,3.874082699,3.952326947,6.524632816,4.638917982,9.239983036,6.804737824,4.802491418,4.130386114,6.541913228,4.456871497,3.640974131,5.6417282,5.12600049,5.844033248,8.3983515,7.528898551,8.002393216,8.556016465,3.911105666,3.880965389,4.47039214,5.324778126,6.114648658,7.843404222,5.66524222,7.341886334,7.266270554,3.139887453,3.304469559,4.336297337,6.23953764,3.712082773,3.555190475,3.346332742,8.213022913,5.757265679,3.765773722,6.886469394,3.346177028,5.976332146,4.856929454,3.191012211,10.51600114,4.864073237,5.083617287,3.987008499,6.041619384,10.13177675,3.769569921,5.552814715,6.398541999,4.251102835,7.927253966,7.529075549,7.027580223,3.125326438,5.106602555,7.28809808,7.143497658,4.13129917,3.184404882,7.550555987,4.80921487,5.766169364,9.657691886,3.79437521,4.650309932,4.362332342,6.084278663,6.811210138,5.664631847,6.757601509,5.32391883,4.041561903,3.110007551,4.313402055,7.309291766,3.56185719,6.185749577,3.276395078,3.865802071,4.037886232,4.824953013,4.405019635,2.867069994,3.774518547,5.769549745,5.660329897,4.744853542,10.44660099,3.580867635,3.935852058,4.711338659,3.070468045,6.767113836,5.522877692,3.352676718,6.922560631,7.524319079,3.309504387,5.187930885,4.153301528,4.288391442,3.229439492,7.527265085,6.966808794,5.990622937,4.110175662,3.411795297,3.088057091,5.551370198,5.079293198,6.952424801,3.448655377,7.106881262,8.329222053,6.952785674,4.167948217,4.590329029,3.519519161,8.463943884
148,3.528552357,6.836819717,8.056284459,4.509069425,4.65793127,4.145560603,9.4054604,5.995775085,5.495136992,3.200205519,3.43497926,9.827754183,9.263746869,2.834445684,3.293536619,3.775663525,5.72957853,3.225732877,6.36110299,6.470039935,8.547632969,3.860131713,7.441155477,6.683130088,8.011057961,5.825304318,5.655446978,6.773123306,10.96458747,4.758793528,3.08400026,6.274429485,4.961439008,3.741308355,3.237644699,3.5065887,4.18032805,4.069580881,4.258287537,7.51365568,7.293176652,3.268095195,8.205520931,4.785331231,5.429949912,5.193798148,3.584436711,8.056181245,7.561999553,5.874458174,5.369133102,4.291674908,6.485555047,3.667749773,8.242643666,6.074960845,2.74324633,5.551949117,7.993870607,5.967971236,3.880293965,7.506531924,3.158691963,7.747316537,12.27974531,5.807511467,6.624839065,3.388465902,3.481219876,3.687525086,7.193681009,7.332387223,7.369831076,4.638307085,7.357116764,3.336052388,6.089513036,10.27181976,5.434324075,4.018836379,4.207173436,5.725429502,4.723940132,9.218164106,7.008286701,6.49733937,4.74461009,3.838359712,4.528728564,3.712210744,6.052156073,6.592148583,9.927431667,8.15981838,7.76175624,7.238608097,8.945418741,5.195936401,3.969391089,3.7913053,5.16404422,6.911201875,8.245205812,6.175764704,7.272194783,8.235939423,3.237320992,3.389726119,4.011562201,5.943294889,4.121474075,3.860553364,4.05317668,6.699857082,6.318376895,4.499598485,5.291663949,5.004998948,4.041416019,6.068933719,3.446521482,10.75690718,4.406515274,5.745227877,4.340536072,3.456430623,8.142699165,3.829319173,7.543808762,4.029451362,3.568031019,7.506815905,7.915738447,6.999118578,3.033506853,5.10000715,3.104390477,6.387741791,2.944521731,4.108345783,8.170977304,6.115413609,6.953508926,10.260657,4.121770156,4.819070152,4.317377833,5.762202876,7.67150619,6.109583919,9.011983887,7.402684609,4.260471653,3.241049653,4.208384558,9.892190275,3.650753215,6.827844488,3.687180657,3.585425404,5.179388104,4.641033575,6.159747254,2.917214082,3.816941938,4.729698114,5.943203927,5.433227319,8.931749887,3.634869974,8.623608259,5.194150108,3.023623914,6.181124801,3.984701285,3.23367248,6.781226624,7.707358395,3.386707167,6.356819189,3.905596706,4.525969737,3.673027466,7.368640736,6.476307654,7.489885925,4.189796061,3.550320301,3.291478613,5.960102096,5.923123339,5.845175794,3.163266697,3.497770113,2.998844588,6.479889897,4.717785494,5.107721847,3.583229136,3.521722154
1285,3.572333158,6.164486993,2.995001101,3.564076787,4.807709163,3.761234077,9.3329283,5.730024973,5.063696577,3.354420908,6.42435546,9.80152464,2.940869694,2.917978139,6.167837534,3.867057171,6.82808582,3.262709809,4.744732848,6.436388891,8.283426682,5.437543188,6.90219246,7.097105922,6.764051737,7.099136206,4.959290154,7.024055959,3.301212744,4.82729744,5.07583459,5.18794402,5.862426804,9.918967662,3.456191206,3.379281054,5.841590452,4.607270706,3.897919756,7.176570674,5.137183163,4.238888815,7.588952708,4.449828613,7.044927855,4.765236113,3.778422589,7.371691046,7.776857482,5.22749153,5.425897001,4.070750545,6.266110817,3.595797778,8.175867321,6.236987289,4.445814826,5.69488219,7.24824494,4.996849107,3.669157237,7.268311547,3.291422826,8.00610449,12.37480084,6.84231514,7.004422799,3.082475881,6.453249656,4.005100063,8.110960823,6.888928171,6.936533617,4.258335994,7.042888225,3.322520419,5.212771694,6.481151003,5.272773855,4.479525079,5.932680008,6.262686013,5.153004888,10.910275,7.949712119,5.902561426,4.069758521,7.098244492,4.851978405,3.438248321,5.383287684,6.319997709,8.908616452,8.735308002,8.84265601,8.429626894,9.191798718,4.018189819,3.695544682,4.474893076,4.992151242,7.411132987,8.075241324,5.264386903,6.709696281,7.921017705,3.226995385,3.188229639,3.615308585,6.174652808,3.466792552,3.769676854,3.339564475,7.942316189,5.243972797,3.939111604,7.711188866,3.290795661,4.832997858,4.561470687,3.404129903,9.793843097,4.670318143,5.249156141,4.41967606,4.006483602,10.50353474,3.795144319,6.298775785,4.858694938,4.347740437,8.099570138,8.210723061,7.453540804,3.229001687,3.770418608,8.479733276,8.413483961,3.198023514,3.433717359,7.971494526,5.423069605,6.116721042,10.06473734,3.432898282,4.124681568,4.754027485,6.157424656,5.837157267,6.55713692,7.166536406,6.64072254,4.092526179,3.163468795,4.07041465,8.803769103,3.613553658,6.625375756,3.408460101,3.612488225,4.75969774,4.989235966,4.286113117,2.862732692,3.532757914,4.117477602,6.943737005,4.93514868,9.104642421,3.697044546,5.55356766,5.547581315,2.984177482,7.062235415,5.188353258,3.5295111,7.262537491,7.588718867,3.309469692,6.540830416,3.929925847,4.411925731,3.182338276,6.1859549,6.791075924,6.838144623,4.022543405,3.637967721,3.172250014,4.9181285,5.518316502,7.137312642,3.44254403,4.757912548,8.074820095,5.775167777,4.594481682,4.70911085,4.664510435,4.259529071
